COMPANY,ADDRESS,CITY,STATE,ZIP,ZIP4,LEGALNAME,PADDRESSLNG,PCITY,PSTATE,PZIP,PCRRT,SICDESC,TITLE,CONTACTNAMECOMP,Corporate Name (Search),UCC URL (Search),Source File,Status (UCC),Date Filed,Expires,Filings Completed Through,UCC Number,Filing Events,Secured Parties Count,Secured Party 1 Name,Secured Party 1 Address,Secured Party 2 Name,Secured Party 2 Address,Secured Party 3 Name,Secured Party 3 Address,Secured Party 4 Name,Secured Party 4 Address,Secured Party 5 Name,Secured Party 5 Address,Debtor Parties Count,Debtor Name,Debtor Address,Document Type,Document Pages,Document Number,Filing Date
Abele Sheetmetal Works  Inc,1964 W 9th St Ste 3,Riviera Beach,FL,33404-6426,6426,"ABELE SHEETMETAL WORKS, INC.",1964 W 9th St Ste 3,Riviera Beach,FL,33404-6426,C022,Sheet Metalwork,President,Mr. Fred Abele,Abele Sheetmetal Works  Inc,"https://floridaucc.com/search?text=ABELE SHEETMETAL WORKS, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,11/18/2003,11/18/2008,03/02/2026,20030548302X,1,1,,,,,,,,,,,1,"ABELE SHEETMETAL WORKS, INC.","3931 WESTGATE AVE., SUITE 3, WEST PALM BEACH, FL, 33409",UCC1,1,,11/18/2003
Air Service Inc,1964 W 9th St Ste 1,Riviera Beach,FL,33404-6426,6426,AIR SERVICE INC,1964 W 9th St Ste 1,Riviera Beach,FL,33404-6426,,Warm Air Heating And Air Conditioning Contractor,President,Mr. Arthur Garbarino,Air Service Inc,https://floridaucc.com/search?text=AIR SERVICE INC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,03/30/1998,03/30/2008,03/02/2026,980000068684,2,1,,,,,,,,,,,1,AIR SERVICE OF MANASOTA INC,"1882 PORTER LAKE DRIVE, UNIT 108, SARASOTA, FL, 34240",UCC1,1,,03/30/1998
J R Stone Design  Inc,1960 W 9th St Ste 8,Riviera Beach,FL,33404-6429,6429,"J R STONE DESIGN, INC.",1960 W 9th St Ste 8,Riviera Beach,FL,33404-6429,C022,Design Services,President,Jaime Rodriguez,J R Stone Design  Inc,"https://floridaucc.com/search?text=J R STONE DESIGN, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Filed,04/25/2024,04/25/2029,03/02/2026,202401098001,0,1,,,,,,,,,,,1,J R STONE DESIGN INC,"1960 W 9TH ST STE 8, RIVIERA BEACH, FL, 33404",UCC1,2,,04/25/2024
Proton Electric Service  LLC,1751 W 10th St,Riviera Beach,FL,33404-6431,6431,"PROTON ELECTRIC SERVICE, LLC",1751 W 10th St,Riviera Beach,FL,33404-6431,C022,General Electrical Contractor,Managing Member,Mr. Robert Ciceroni,Proton Electric Service  LLC,"https://floridaucc.com/search?text=PROTON ELECTRIC SERVICE, LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,10/08/2019,10/08/2024,03/02/2026,201909855497,0,1,,,,,,,,,,,1,PROTON ELECTRIC SERVICE LLC,"1751 W. 10TH ST, RIVIERA BEACH, FL, 33404",UCC1,1,,10/08/2019
Field Staff  Inc,1860 W 10th St,Riviera Beach,FL,33404-6436,6436,"FIELD STAFF, INC.",1860 W 10th St,Riviera Beach,FL,33404-6436,,Lawn And Garden Services,President,Ms. Sharon L Gillenwalters,Field Staff  Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
One Unit Land Development Inc,1571 W 13th St,Riviera Beach,FL,33404-6520,6520,ONE UNIT LAND DEVELOPMENT INC.,1571 W 13th St,Riviera Beach,FL,33404-6520,,"Subdividers And Developers, Nec",President,Mr. Eugene Cooper,One Unit Land Development Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Palm Beach Marble Imports Inc,1401 W 13th St Ste 101,Riviera Beach,FL,33404-6609,6609,PALM BEACH MARBLE IMPORTS INC,1401 W 13th St Ste 101,Riviera Beach,FL,33404-6609,C013,"Marble Installation, Interior",Chief Executive Officer,Mr. Carlos Castilla,Palm Beach Marble Imports Inc,https://floridaucc.com/search?text=PALM BEACH MARBLE IMPORTS INC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,07/11/2016,07/11/2021,03/02/2026,201608133964,0,1,,,,,,,,,,,2,PALM BEACH MARBLE IMPORTS INC,"1900 AVENUE L, RIVIERA BEACH, FL, 33404",UCC1,1,,07/11/2016
Abbsi Natural Mfg Ltd Lblty Co,1210 W 13th St Ste A,Riviera Beach,FL,33404-6639,6639,ABBSI NATURAL MANUFACTURING LIMITED LIABILITY COMPANY,1210 W 13th St Ste A,Riviera Beach,FL,33404-6639,,"Manufacturing Industries, Nec",Member,Mr. Eliyahu Moulavi,Abbsi Natural Mfg Ltd Lblty Co,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Black Coral Rum LLC,1231 W 13th St Bldg 15,Riviera Beach,FL,33404-6640,6640,CORAL BLACK RUM LLC,1231 W 13th St Bldg 15,Riviera Beach,FL,33404-6640,C013,Distilled And Blended Liquors,Manager,Mr. Benjamin C Etheridge,Black Coral Rum LLC,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Ocean Master Marine Inc,837 W 13th St Unit C,West Palm Beach,FL,33404-6702,6702,OCEAN MASTER MARINE INC,837 W 13th St Unit C,West Palm Beach,FL,33404-6702,,"Fishing Boats: Lobster, Crab, Oyster, Etc.: Small",President,Mr. Mark Hauptner,Ocean Master Marine Inc,https://floridaucc.com/search?text=OCEAN MASTER MARINE INC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,12/11/1997,12/11/2002,03/02/2026,970000277200,0,1,,,,,,,,,,,1,OCEAN MASTER MARINE INC,"837 13TH ST, RIVIEREA BCH, FL, 33404",UCC1,1,,12/11/1997
All Time Installations  Inc,1160 W 13th St Ste 8,Riviera Beach,FL,33404-6715,6715,"ALL TIME INSTALLATIONS, INC.",1160 W 13th St Ste 8,Riviera Beach,FL,33404-6715,C010,Freight Transportation Arrangement,Director,Mr. John Wright,All Time Installations  Inc,"https://floridaucc.com/search?text=ALL TIME INSTALLATIONS, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,11/24/2004,11/24/2009,03/02/2026,200408391462,0,1,,,,,,,,,,,1,"ALL TIME INSTALLATIONS, INC","2424 24TH LANE, PALM BEACH GARDENS, FL, 33418",UCC1,1,,11/24/2004
Borgzinner Inc,1160 W 13th St Ste 10,Riviera Beach,FL,33404-6715,6715,BORGZINNER INC.,1160 W 13th St Ste 10,Riviera Beach,FL,33404-6715,C010,"Cabinets, Factory",President,Mr. Ken Stevens,Borgzinner Inc,https://floridaucc.com/search?text=BORGZINNER INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,04/25/2012,04/25/2017,03/02/2026,201206616529,0,1,,,,,,,,,,,1,BORGZINNER INC,"1135 53RD CT NORTH, WEST PALM BEACH, FL, 33407",UCC1,1,,04/25/2012
USA Recycling Centers LLC,940 W 13th St Ste 3,Riviera Beach,FL,33404-6717,6717,U.S.A. RECYCLING CENTERS LLC,940 W 13th St Ste 3,Riviera Beach,FL,33404-6717,C010,"Recycling, Waste Materials",President,Mr. David Palmer,USA Recycling Centers LLC,https://floridaucc.com/search?text=U.S.A. RECYCLING CENTERS LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,11/09/2018,11/09/2023,03/02/2026,201806998252,0,1,,,,,,,,,,,1,USA RECYCLING CENTERS LLC,"940 W 13TH ST, RIVIERA BEACH, FL, 33404",UCC1,1,,11/09/2018
A-1 Amrcan Mtal Rfinishing Inc,935 15th St W,West Palm Beach,FL,33404-6719,6719,"A-1 AMERICAN METAL REFINISHING, INC.",935 W 15th St,West Palm Beach,FL,33404-6719,,Sandblasting Of Building Exteriors,Partner,Mr. Willam Rielly,A-1 Amrcan Mtal Rfinishing Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Guardian Pool and Spa Inc,951 W 15th St,Riviera Beach,FL,33404-6719,6719,GUARDIAN POOL AND SPA INC.,951 W 15th St,Riviera Beach,FL,33404-6719,C010,Swimming Pool And Hot Tub Service And Maintenance,President,Mr. Oliver Longobardi,Guardian Pool and Spa Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Kelly Stone Inc,921 W 15th St,West Palm Beach,FL,33404-6719,6719,KELLY STONE INC.,921 W 15th St,West Palm Beach,FL,33404-6719,,"Tile Installation, Ceramic",President,Mr. James Kelly,Kelly Stone Inc,https://floridaucc.com/search?text=KELLY STONE INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,10/10/2017,10/10/2022,03/02/2026,201702914451,0,1,,,,,,,,,,,1,KELLY STONE INC.,"921 W. 15TH STREET, RIVIERA BEACH, FL, 33404",UCC1,1,,10/10/2017
Steam-S-Way  Inc,945 W 15th St,Riviera Beach,FL,33404-6719,6719,"STEAM-S-WAY, INC.",945 W 15th St,Riviera Beach,FL,33404-6719,C010,Carpet And Furniture Cleaning On Location,President,Mr. John I Torres,Steam-S-Way  Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Tapco International  Inc,990 W 15th St,Riviera Beach,FL,33404-6720,6720,"TAPCO INTERNATIONAL, INC.",990 W 15th St,Riviera Beach,FL,33404-6720,C010,Automotive Supplies And Parts,Principal,Mauricio Fernandez,Tapco International  Inc,"https://floridaucc.com/search?text=TAPCO INTERNATIONAL, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,12/14/1987,12/14/1997,03/02/2026,1870201478,2,1,,,,,,,,,,,3,TAPCO INTERNATIONAL INC,"994 W 15TH ST, RIVIERA BCH, FL, 33404",UCC1,1,,12/14/1987
Beyel Brothers Inc,900 W 15th St,Riviera Beach,FL,33404-6720,6720,BEYEL BROTHERS INC,900 W 15th St,Riviera Beach,FL,33404-6720,C010,Diesel Engine Repair: Automotive,President,Mr. Steve Beyel,Beyel Brothers Inc,https://floridaucc.com/search?text=BEYEL BROTHERS INC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,11/14/1994,11/14/1999,03/02/2026,940000229827,0,1,,,,,,,,,,,1,BEYEL BROTHERS INC,"1435 COX RD, COCOA, FL, 32926",UCC1,2,,11/14/1994
Iepcsm  LLC,990 W 15th St,Riviera Beach,FL,33404-6720,6720,"IEPCSM, LLC",990 W 15th St,Riviera Beach,FL,33404-6720,,Pest Control In Structures,Principal,Mr. Stephen Macdonald,Iepcsm  LLC,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Sterling Industry  LLC,834 W 13th Ct,Riviera Beach,FL,33404-6727,6727,"STERLING INDUSTRY, LLC",834 W 13th Ct,Riviera Beach,FL,33404-6727,C010,Sheet Metalwork,Member,Mr. Thomas J Sterling,Sterling Industry  LLC,"https://floridaucc.com/search?text=STERLING INDUSTRY, LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,04/25/2018,04/25/2023,03/02/2026,201804981263,1,1,,,,,,,,,,,1,"STERLING INDUSTRY, LLC","834 W 13TH CT., RIVIERA BEACH, FL, 33404",UCC1,1,,04/25/2018
Bn Biofuels  LLC,1 E 11th St Ste 202,Riviera Beach,FL,33404-6921,6921,"BN BIOFUELS, LLC",1 E 11th St Ste 202,Riviera Beach,FL,33404-6921,C010,"Industrial Organic Chemicals, Nec",Owner,Mr. Anthony Quinones,Bn Biofuels  LLC,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Majestic Princess Cruises LLC,200 E 13th St,Riviera Beach,FL,33404-6930,6930,MAJESTIC PRINCESS CRUISES LLC,200 E 13th St,Riviera Beach,FL,33404-6930,,Flying Charter Service,President,Mr. Casey Mcqueen,Majestic Princess Cruises LLC,https://floridaucc.com/search?text=MAJESTIC PRINCESS CRUISES LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,06/20/2008,06/20/2023,03/02/2026,200808586236,3,1,,,,,,,,,,,2,"GG&RM, LLC","3050 SABRELINE TERRACE, GREENACRES, FL, 33463",UCC1,2,,06/20/2008
Oplsudsco,2051 Dr Mrtn Lther King J,Riviera Beach,FL,33404-7004,7004,OPLSUDSCO,2051 Dr Martin Luther King Jr Blvd,Riviera Beach,FL,33404-7004,C022,Laundry And Dry Cleaning Equipment And Supplies,Principal,Gerry Mcmaster,Oplsudsco,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
United States Cnstr Sup Corp,460 Avenue S,Riviera Beach,FL,33404-7108,7108,UNITED STATES CONSTRUCTION SUPPLY CORP.,460 Avenue S,Riviera Beach,FL,33404-7108,C022,Plumbing And Hydronic Heating Supplies,Principal,Mr. Bernard Brunet,United States Cnstr Sup Corp,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Advanced Rebar Engrg Svcs LLC,601 Avenue S,Riviera Beach,FL,33404-7112,7112,ADVANCED REBAR AND ENGINEERING SERVICES LLC,601 Avenue S,Riviera Beach,FL,33404-7112,C022,"Bars, Concrete Reinforcing: Fabricated Steel",Managing Member,Ms. Autumn Bowe,Advanced Rebar Engrg Svcs LLC,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Trustory Organization  LLC,1555 Dr Mrtn Lther King J,Riviera Beach,FL,33404-7122,7122,"TRUSTORY ORGANIZATION, LLC",1555 Dr Martin Luther King Jr Blvd Apt C203,Riviera Beach,FL,33404-7122,,Retail Trade Consultant,Managing Member,Mr. Charles G Rudolph,Trustory Organization  LLC,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Atkins Tender Loving Care Inc,1133 W 10th St 1144,Riviera Beach,FL,33404-7313,7313,"ATKINS TENDER LOVING CARE, INC.",1133 W 10th St # 1144,Riviera Beach,FL,33404-7313,C013,Kindergarten,Owner,Mr. John Atkins,Atkins Tender Loving Care Inc,"https://floridaucc.com/search?text=ATKINS TENDER LOVING CARE, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,08/12/1991,08/12/1996,03/02/2026,910000174027,0,1,,,,,,,,,,,1,ATKINS TENDER LOVING CARE INC,"1133 W 10 ST, RIVIERA BEACH, FL, 33404",UCC1,3,,08/12/1991
Cheeseboarder LLC,1199 Prsdent Brack Obama,Riviera Beach,FL,33404-7327,7327,CHEESEBOARDER LLC,1199 President Barack Obama Hwy,Riviera Beach,FL,33404-7327,,"Food Preparations, Nec",Member,Mr. Aaron Menitoff,Cheeseboarder LLC,https://floridaucc.com/search?text=CHEESEBOARDER LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Filed,11/28/2022,11/28/2027,03/02/2026,202203742767,0,1,,,,,,,,,,,1,CHEESEBOARDER LLC,"1199 PRESIDENT BARACK OBAMA HWY, RIVIERA BEACH, FL, 33404-7327",UCC1,1,,11/28/2022
Palmwood Corporation,301 W 11th St Unit 1,Riviera Beach,FL,33404-7500,7500,PALMWOOD CORPORATION,301 W 11th St Unit 1,Riviera Beach,FL,33404-7500,C010,Concrete Work,President,Mr. John P Cleary,Palmwood Corporation,https://floridaucc.com/search?text=PALMWOOD CORPORATION&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,05/03/1995,05/03/2000,03/02/2026,950000089088,0,1,,,,,,,,,,,1,PALMWOOD CORPORATION,"PO BOX 6056, W PALM BEACH, FL, 33405",UCC1,2,,05/03/1995
Next-Port  Inc,200 Dr Mrtn Lther King Jr,Riviera Beach,FL,33404-7506,7506,"NEXT-PORT, INC.",200 Dr Martin Luther King Jr Blvd,Riviera Beach,FL,33404-7506,,"Fruits, Fresh",President,Mr. Robert L Netkin,Next-Port  Inc,"https://floridaucc.com/search?text=NEXT-PORT, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,08/08/2005,08/08/2015,03/02/2026,200500379236,1,1,,,,,,,,,,,1,"NEXT-PORT, INC.","1365 NORTHWEST 23RD ST., MIAMI, FL, 33299",UCC1,1,,08/08/2005
Oberg Enterprises Inc,328 W 10th St,West Palm Beach,FL,33404-7514,7514,OBERG ENTERPRISES INC,328 W 10th St,West Palm Beach,FL,33404-7514,,Painting And Paper Hanging,President,Mr. John Oberg,Oberg Enterprises Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Saadeh Market Inc,201 Old Dixie Hwy,West Palm Beach,FL,33404-7666,7666,SAADEH MARKET INC,201 President Barack Obama Hwy,West Palm Beach,FL,33404-7666,,"Grocery Stores, Independent",President,Mazen Saadeh,Saadeh Market Inc,https://floridaucc.com/search?text=SAADEH MARKET INC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,10/28/1996,10/28/2001,03/02/2026,960000227410,0,1,,,,,,,,,,,2,SAADEH MAZEN A,"753 CONNESTEE RD, W PALM BEACH, FL, 33413",UCC1,1,,10/28/1996
Visual Evidence  Inc,P O Box 6967,West Palm Beach,FL,33405,,"VISUAL EVIDENCE, INC.",601 N Dixie Hwy Ste A,West Palm Beach,FL,33401-3923,,Video Tape Production,President,Mr. Michael Downey,Visual Evidence  Inc,"https://floridaucc.com/search?text=VISUAL EVIDENCE, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,09/13/1999,09/13/2004,03/02/2026,990000210355,1,1,,,,,,,,,,,1,VISUAL EVIDENCE INC,"601 N. DIXIE HIGHWAY, SUITE A, WEST PALM BEACH, FL, 33401",UCC1,2,,09/13/1999
Tim D Johnson Inc,2903 Hillsboro Rd,West Palm Beach,FL,33405-1000,1000,TIM D JOHNSON INC,2903 Hillsboro Rd Ste 1,West Palm Beach,FL,33405-1000,,"Commercial And Office Building, New Construction",Owner,Mr. Tim Johnson,Tim D Johnson Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Savnik Plumbing LLC,1423 Allendale Rd,West Palm Beach,FL,33405-1005,1005,SAVNIK PLUMBING LLC,1423 Allendale Rd,West Palm Beach,FL,33405-1005,C015,Plumbing Contractors,Managing Member,Mr. James Savnik,Savnik Plumbing LLC,https://floridaucc.com/search?text=SAVNIK PLUMBING LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Filed,04/25/2023,04/25/2028,03/02/2026,202301112005,0,1,,,,,,,,,,,1,SAVNIK PLUMBING LLC,"1423 ALLENDALE RD, WEST PALM BEACH, FL, 33405-1005",UCC1,1,,04/25/2023
Phillips Palm Beach  Inc,1301 Belvedere Rd,West Palm Beach,FL,33405-1011,1011,"PHILLIPS PALM BEACH, INC.",1301 Belvedere Rd,West Palm Beach,FL,33405-1011,C015,Hotels,President,Mr. Brice R Phillips,Phillips Palm Beach  Inc,"https://floridaucc.com/search?text=PHILLIPS PALM BEACH, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,11/13/1996,11/13/2001,03/02/2026,960000238953,0,1,,,,,,,,,,,2,PHILLIPS PALM BEACH INC,"1301 BELVEDERE RD, WEST PALM BCH, FL, 33405",UCC1,2,,11/13/1996
Diamond Plastering  Inc,1409 Forsythe Rd,West Palm Beach,FL,33405-1013,1013,"DIAMOND PLASTERING, INC",1409 Forsythe Rd,West Palm Beach,FL,33405-1013,,Drywall,President,Perry A Diamond,Diamond Plastering  Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
D & D Quality Constructors Inc,1409 Forsythe Rd,West Palm Beach,FL,33405-1013,1013,"D & D QUALITY CONSTRUCTORS, INC.",1409 Forsythe Rd,West Palm Beach,FL,33405-1013,C015,"Plastering, Plain Or Ornamental",President,Ms. Blanca Diamond,D & D Quality Constructors Inc,"https://floridaucc.com/search?text=D & D QUALITY CONSTRUCTORS, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,12/15/2010,12/15/2015,03/02/2026,20100374218X,0,1,,,,,,,,,,,1,"D & D QUALITY CONSTRUCTORS, INC.","1409 FORSYTHE RD, WEST PALM BEACH, FL, 33405",UCC1,2,,12/15/2010
Oww LLC,3001 Tuxedo Ave,West Palm Beach,FL,33405-1031,1031,OWW LLC,3001 Tuxedo Ave,West Palm Beach,FL,33405-1031,C015,Millwork,Member,Mr. Vincent S Oliveri,Oww LLC,https://floridaucc.com/search?text=OWW LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,09/20/2006,09/20/2011,03/02/2026,200603697656,0,1,,,,,,,,,,,1,OWW LLC,"3001 TUXEDO AVE, WEST PALM BEACH, FL, 33405",UCC1,1,,09/20/2006
Porath Fine Cabinetry Inc,3101 Tuxedo Ave,West Palm Beach,FL,33405-1033,1033,PORATH FINE CABINETRY INC,3101 Tuxedo Ave,West Palm Beach,FL,33405-1033,C015,Wood Kitchen Cabinets,President,Mr. Shaul Porath,Porath Fine Cabinetry Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Xtreme Industries  LLC,3114 Tuxedo Ave,West Palm Beach,FL,33405-1034,1034,"XTREME INDUSTRIES, LLC",3114 Tuxedo Ave,West Palm Beach,FL,33405-1034,C015,Single-Family Housing Construction,Manager,Mr. Stephen A Macdonald Trus,Xtreme Industries  LLC,"https://floridaucc.com/search?text=XTREME INDUSTRIES, LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Filed,06/10/2021,06/10/2026,03/02/2026,202107362232,1,1,,,,,,,,,,,1,"XTREME INDUSTRIES, LLC","3114 TUXEDO AVE, WEST PALM BEACH, FL, 33405",UCC1,1,,06/10/2021
Im Electric  Inc,2920 Tuxedo Ave,West Palm Beach,FL,33405-1038,1038,"I.M. ELECTRIC, INC.",2920 Tuxedo Ave,West Palm Beach,FL,33405-1038,C015,General Electrical Contractor,President,Mr. Greg L Mandor,Im Electric  Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Ace Amusement Service  Inc,1213 Omar Rd,West Palm Beach,FL,33405-1046,1046,"ACE AMUSEMENT SERVICE, INC.",1213 Omar Rd,West Palm Beach,FL,33405-1046,C015,Coin-Operated Amusement Devices,President,J C Soloman,Ace Amusement Service  Inc,"https://floridaucc.com/search?text=ACE AMUSEMENT SERVICE, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,03/01/1999,03/01/2004,03/02/2026,990000044806,0,1,,,,,,,,,,,1,ACE AMUSEMENT SERVICE INC,"5704 GEORGIA AVENUE, W PALM BEACH, FL, 33405",UCC1,1,,03/01/1999
William D Adeimy Jr Inc,1201 Omar Rd,West Palm Beach,FL,33405-1046,1046,WILLIAM D ADEIMY JR INC,1201 Omar Rd,West Palm Beach,FL,33405-1046,C015,Concrete Work,President,Mr. William D Adeimy,William D Adeimy Jr Inc,https://floridaucc.com/search?text=WILLIAM D ADEIMY JR INC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,11/25/1998,11/25/2003,03/02/2026,980000262257,1,1,,,,,,,,,,,1,WILLIAM D ADEIMY JR INC,"1201 OMAR RD, WEST PALM BEACH, FL, 33405",UCC1,2,,11/25/1998
Darbster  LLC,1226 Omar Rd,West Palm Beach,FL,33405-1047,1047,"DARBSTER, LLC",1226 Omar Rd,West Palm Beach,FL,33405-1047,,Civic And Social Associations,Principal,Ms. Ellen Quinian,Darbster  LLC,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Godfrey Electric  Inc,1222 Omar Rd,West Palm Beach,FL,33405-1047,1047,"GODFREY ELECTRIC, INC.",1222 Omar Rd,West Palm Beach,FL,33405-1047,C015,General Electrical Contractor,President,Mr. Albert Godfrey,Godfrey Electric  Inc,"https://floridaucc.com/search?text=GODFREY ELECTRIC, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,05/19/1997,05/19/2002,03/02/2026,970000108269,0,1,,,,,,,,,,,1,GODFREY ELECTRIC INC,"1222 OMAR RD, WEST PALM BEACH, FL, 33405",UCC1,4,,05/19/1997
US Micro Corporation,900 Belvedere Rd Ste 3,West Palm Beach,FL,33405-1100,1100,US MICRO CORPORATION,900 Belvedere Rd Ste 3,West Palm Beach,FL,33405-1100,C015,Computer Software,President,Ashley Nguyen,US Micro Corporation,https://floridaucc.com/search?text=US MICRO CORPORATION&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,12/11/1998,12/11/2003,03/02/2026,980000275136,4,1,,,,,,,,,,,1,US MICRO CORPORATION,"900 BELVEDERE RD, WEST PALM BEACH, FL, 334051112",UCC1,1,,12/11/1998
Grand Illsons Of Palm Bches In,920 Almeria Rd,West Palm Beach,FL,33405-1104,1104,"GRAND ILLUSIONS OF THE PALM BEACHES, INC.",920 Almeria Rd,West Palm Beach,FL,33405-1104,C015,National Commercial Banks,Principal,Ms. Heather Becker,Grand Illsons Of Palm Bches In,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
